"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"Africa","ETH","Ethiopia",2010,0,0,100,0,"17798.50","22394.30",111971.55,"17057.79","740.71","592.57","454.61","148.14",,,,"0.00",,,,,,,"131.70","72.40","72.40","72.40","129.23223867179818524033","7.40","2246.510943","53.627404","42.902068","10.725336","2300.14","165.71782",,,,,,,,,,,,,,,,,,,,,"122.86","29.84","32.26","57.74","14.02","15.16",,,,,,,,,,"17798.5",,,,,,,,,,,,,,"17798.5",,,,,,"no","yes","yes","yes","yes","yes","yes","yes","yes",,"6147.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","ETH","Ethiopia",2015,0,0,100,0,"17433.50","22394.30",111971.55,"16461.50","972.00","777.60","583.20","194.40",,,"1474.46","0.00",,,,,,,"131.70","72.40","72.40","72.40","128.39361000372845383887","7.40","2167.97955","70.3728","56.29824","14.07456","2238.35","165.71782","427.53","270.84","248.46","152.21","134.30","120.87","82.82","71.63","53.72","51.48","564.06","2177.92","38.05","22.38",,,,,"60.43","2238.35","122.10","29.68","31.80","57.39","13.95","14.95",,,,,"12000.00",,,,,"5433.5",,,,,,,,,,,,,"6147.50","11286",,,,,"6147.5","no","yes","yes","yes","yes","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","ETH","Ethiopia",2020,0,0,100,0,"17068.50","22394.30",111971.55,"15865.20","1203.30","962.65","711.80","240.65",,,"1474.46","0.00",,,,,,,"131.70","72.40","72.40","72.40","127.51970003222310103407","7.40","2089.44684","87.11892","69.69586","17.42306","2176.57","165.71782",,,,,,,,,,,,,,,,,,,,,"121.31","29.52","31.32","57.01","13.87","14.72",,,,,,,,,,"17068.5",,,,,,,,,,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, Europe, EU-27, UNECE, International Tropical Timber Organization","FIN","Finland",1990,"97.40","2.60","0.00","0.00","21875.33000000000000000000","925.90000000000000000000",30391,"17484.9512690000000000","4390.38","21.8753300000000000","21.8753300000000000","4368.5034010000000000",,"1607.00","0.00","0.00","0.00",,,,,"183.00",,,,,"85.85013346084379069939","7.56021168592720596177",,,,,"1878.00","7.00","855.29","688.15","211.51","63.54","23.75","20.55","3.99",,,,"10.20","1876.98",,,,,"1.02",,"1.02","1878","43.86","13.05","1.37","21.93","6.52","0.68","10.03","165.15","30.00",,,"1235.20","400.09",,,"20240.04","20640.13",,"1235.20","400.09",,"1235.20","21875.33","1235.20","15153.00","12972.00","2181.00","0.00","6722.00","0.33","6722.00","0.00","0.00","0.00","0","no","yes","yes","yes","no","yes","yes","yes","yes","no",,"36.60","2.60","34.00","13.50",,,"18.70",,,,,,"4.40",,,"19","6","13","144","33","111",,,,"476","15","461","639","54","585"
"FOREST EUROPE, Europe, EU-27, UNECE, International Tropical Timber Organization","FIN","Finland",2000,"97.40","2.60","0.00","0.00","22445.64000000000000000000","823.48000000000000000000",30391,"17301.0993120000000000","5144.54","24.6902040000000000","24.6902040000000000","5119.8504840000000000",,"1542.14","0.00","0.00","0.00",,,,,"183.00","104.50203003840198983999","52.48281943416131068998","31.59147652242970531957","52.73591501231816050041","92.5792269679100261788","6.36323893719337445961","1808.00","270.00","0.78","270.00","2078.00","5.24","991.20","692.10","248.10","75.00","32.40","21.90","4.80","6.10","5.10","0.40","1.00","2078.1","0.31","0.29","0.01","0.00",,"0.05","0.66","2078.76","49.14","15.20","1.37","24.57","7.60","0.68","10.76","166.46","30.00",,,"2223.11","605.99",,"916.01","18700.53","19306.41",,"2223.11","605.99",,"2223.11","22445.64","2223.11","15209.96","13296.33","1913.63","0.00","7209.35","26.33","7209.35","0.00","0.00","0.00","0","no","yes","yes","yes","no","yes","yes","yes","yes","no",,"23.00","2.50","20.50","7.40",,,"10.10",,,,,,"5.50",,,"32","8","24","177","70","107","271","70","201","1891","203","1688","2371","351","2020"
"FOREST EUROPE, Europe, EU-27, UNECE, International Tropical Timber Organization","FIN","Finland",2010,"97.40","2.60","0.00","0.00","22242.00000000000000000000","789.00000000000000000000",30391,"15333.6348000000000000","6908.37","33.3630000000000000","33.3630000000000000","6875.0022000000000000","234.00","1595.00","0.00","0.00","0.00","0.00","1.00","13.00","166.00","35.00","116.37358155940951456598","80.86428320263092055411","76.4319755417678266343","80.88724684335373739953","105.34439348979408326589","9.69581749049429657795","1784.43","558.64","2.55","556.10","2343.07","7.65","1163.48","706.28","282.69","106.25","41.06","18.96","7.11","7.03","6.44","0.70","1.02","2341.02","1.00","0.80","0.03","0.07",,"0.15","2.05","2343.07","53.64","16.51","1.49","26.82","8.25","0.74","11.26","168.65","30.00",,,"3001.51","599.51",,"287.13","18353.85","18953.51",,"3001.51","599.51",,"3001.51","22242.49","3001.51","15488.25","13434.67","2053.58","0.00","6682.70","71.05","6682.70","0.00","0.00","0.00","0","no","yes","yes","yes","no","yes","yes","yes","yes","no",,"22.80","2.40","20.40","6.30",,,"12.60",,,,,,"3.90",,,"24","9","15","166","67","99","405","124","281","1507","189","1318","2102","389","1713"
"FOREST EUROPE, Europe, EU-27, UNECE, International Tropical Timber Organization","FIN","Finland",2015,"97.40","2.60","0.00","0.00","22409.00000000000000000000","746.00000000000000000000",30391,"15040.9208000000000000","7368.08","33.6135000000000000","33.6135000000000000","7334.4657000000000000","203.00","1418.00","0.00","0.00","0.00","0.00","1.00","8.00","194.00","12.00","118.99337971382709494754","89.45072143089884267259","89.24985496898567539828","89.45164199213584160602","109.27975367040028559954","9.55764075067024128686","1789.77","659.08","3.00","656.08","2448.85","7.13","1226.05","731.18","285.99","121.06","40.81","17.16","8.29","6.97","6.88","0.70","0.95","2446.04","1.69","0.79","0.04","0.01",,"0.28","2.81","2448.85","59.77","17.31","1.49","29.88","8.65","0.74","11.26","166.66","30.00",,,"2830.66","529.76",,"339.83","18708.75","19238.46",,"2830.66","529.76",,"2830.66","22409.00","2830.66","15397.44","13325.39","2072.05","0.00","6861.23","150.33","6861.23","0.00","0.00","0.00","0","no","yes","yes","yes","no","yes","yes","yes","yes","no",,"24.30","2.60","21.70","6.20",,,"14.10",,,,,,"4.00",,,"28","14","14","147","65","82","320","91","229","1191","135","1056","1686","305","1381"
"FOREST EUROPE, Europe, EU-27, UNECE, International Tropical Timber Organization","FIN","Finland",2020,"97.40","2.60","0.00","0.00","22409.00","746.00",30391,"15040.92","7368.08","33.61","33.61","7334.47","203.00","1418.00","0.00","0.00","0.00","0.00","1.00","8.00","194.00","12.00","118.99","89.45","89.25","89.45","109.27975367040028559954","9.55764075067024128686","1789.7190708","659.074756","2.9996925","656.0683415","2448.85","7.13","1226.05","731.18","285.99","121.06","40.81","17.16","8.29","6.97","6.88","0.70","0.95","2446.04","1.69","0.79","0.04","0.01",,"0.28","2.81","2448.85","59.77","17.31","1.49","29.88","8.65","0.74","11.26","166.66","30.00",,,"2830.66","529.76",,"339.83","18708.75","19238.46",,"2830.66","529.76",,"2830.66","22409.00","2830.66",,,,,,,,,,,,"no","yes","yes","yes","no","yes","yes","yes","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania, International Tropical Timber Organization","FJI","Fiji",1990,0,0,100,0,"939.69","0.00",1827,"854.92","84.77","84.77","84.77","0.00","0.00",,,"48.15","0.00","34.56",,,,,"220.00","223.15","223.15","0.00","220.28541327459055646011",,"188.0824","18.9164255","18.9164255","0","207.00",,,,,,,,,,,,,,,,,,,,,,"205.91","49.00",,"96.78","23.03",,,,,,,,,,,"939.69",,,,,,,,,"874.52","65.77","0.00","808.75","57.10","8.07","57.10","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania, International Tropical Timber Organization","FJI","Fiji",2000,0,0,100,0,"1006.47","0.00",1827,"880.99","125.48","125.48","125.48","0.00","0.00",,,"48.15","0.00","48.15",,,,,"220.00","223.15","223.15","0.00","220.39405049330829532922",,"193.8178","28.000862","28.000862","0","221.82",,"1.54","1.39","1.05","0.99","0.94","0.59","0.43","0.40","0.34","0.33","213.82","221.82",,,,,,,,"221.82","204.73","48.55",,"96.22","22.82",,,,,,,,,,,"1006.47",,,,,,,,,"878.52","66.07","0.00","812.45","57.36","70.59","57.36","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania, International Tropical Timber Organization","FJI","Fiji",2010,0,0,100,0,"1073.24","0.00",1827,"907.06","166.18","166.18","166.18","0.00","0.00",,,"48.15","0.00","48.15",,,,,"220.00","223.15","223.15","0.00","220.48190525884238380977",,"199.5532","37.083067","37.083067","0","236.63",,,,,,,,,,,,,,,,,,,,,,"203.70","48.17",,"95.74","22.64",,,,,,,,,,,"1073.24",,,,,,,,,"882.52","66.37","0.00","816.14","57.61","133.11","57.61","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","no",,,,,"0.52",,,"0.18",,,,,,"0.05",,,,,,,,,,,,,,,,,
"Oceania, International Tropical Timber Organization","FJI","Fiji",2015,0,0,100,0,"1106.62","0.00",1827,"920.09","186.53","186.53","186.53","0.00","0.00",,,"48.15","0.00","48.15",,,,,"220.00","223.15","223.15","0.00","220.527371636153331767",,"202.4198","41.6241695","41.6241695","0","244.04",,,,,,,,,,,,,,,,,,,,,,"203.23","47.99",,"95.52","22.56",,,,,,,,,,,"1106.62",,,,,,,,,"884.52","66.52","0.00","817.99","57.75","164.35","57.75","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania, International Tropical Timber Organization","FJI","Fiji",2020,0,0,100,0,"1140.02","0.00",1827,"933.14","206.88","206.88","206.88","0.00","0.00",,,"48.15","0.00","48.15",,,,,"220.00","223.15","223.15","0.00","220.5750776302170137366",,"205.2908","46.165272","46.165272","0","251.46",,,,,,,,,,,,,,,,,,,,,,"202.79","47.82",,"95.31","22.48",,,,,,,,,,,"1140.02",,,,,,,,,,,,,,,,,,,,"yes","yes","no","yes","no","yes","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","FLK","Falkland Islands (Malvinas)",1990,0,100,0,0,"0.00","0.00",1217,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no",,,,,,,,,"no",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South America","FLK","Falkland Islands (Malvinas)",2000,0,100,0,0,"0.00","0.00",1217,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no",,,,,,,,,"no",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South America","FLK","Falkland Islands (Malvinas)",2010,0,100,0,0,"0.00","0.00",1217,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no",,,,,,,,,"no",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South America","FLK","Falkland Islands (Malvinas)",2015,0,100,0,0,"0.00","0.00",1217,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no",,,,,,,,,"no",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South America","FLK","Falkland Islands (Malvinas)",2020,0,100,0,0,"0.00","0.00",1217,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,"no",,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, EU-27, FOREST EUROPE, Europe, International Tropical Timber Organization","FRA","France",1990,"0.00","100.00","0.00","0.00","14436.00000000000000000000","2038.00000000000000000000",54756,"12908.00","1528.00","0.00","0.00","1528.00",,,"0.00","0.00","0.00",,,,,,,,,,"143.90482128013300083126",,,,,,"2077.41",,"512.54","240.96","156.08","160.55","144.05","193.67","100.11","77.73","55.72","53.08","232.28","1926.77","42.31","30.17","24.23","18.65","12.23","23.05","150.64","2077.41","109.50","31.20",,"52.00","14.80",,,,,"0.00","0.00","0.00","0.00","14436.00","0.00","0",,,,,,,"5822.00",,"10681.00","8876.00","1805.00",,"3755.00","0","3755.00",,,,"0","no","yes","yes","yes","no","yes","yes","yes","yes","yes","14436.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, EU-27, FOREST EUROPE, Europe, International Tropical Timber Organization","FRA","France",2000,"0.00","100.00","0.00","0.00","15288.00000000000000000000","1804.00000000000000000000",54756,"13702.00","1586.00","0.00","0.00","1586.00",,,"0.00","0.00","0.00",,,,,,,,,,"147.45421245421245421245",,,,,,"2254.28",,"550.58","252.91","172.03","170.54","151.90","196.97","106.85","83.57","73.54","60.23","267.35","2086.47","53.50","25.20","26.84","21.26","15.42","25.59","167.81","2254.28","112.30","32.10",,"53.30","15.20",,,,,"0.00","0.00","0.00","0.00","15288.00","0.00","0",,,,,,,"6480.00",,"11321.00","9476.00","1845.00",,"3967.00","0","3967.00",,,,"0","no","yes","yes","yes","no","yes","yes","yes","yes","yes","15288.00","40.58","4.94","35.64",,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, EU-27, FOREST EUROPE, Europe, International Tropical Timber Organization","FRA","France",2010,"0.00","100.00","0.00","0.00","16419.00000000000000000000","739.00000000000000000000",54756,"14346.00","2073.00","0.00","0.00","2073.00",,"447.00","0.00","0.00","0.00",,,,,,"159.2707243951753468591","175.42870905587668593449",,"175.42870905587668593449","161.31372190754613557464",,"2284.42","364.19","0.00","364.19","2648.61",,"610.06","279.11","197.37","200.11","150.87","138.45","133.06","110.12","109.90","102.17","353.56","2384.78","112.08","33.67","27.37","28.67","26.04","35.98","263.81","2648.59","124.00","35.50","16.70","58.90","16.80","7.93",,,,"0.00","0.00","0.00","0.00","16419.00","0.00","0",,,,,,"488.00","7172.00",,"12144.00","9234.00","2910.00",,"4275.00","0","4275.00",,,,"0","no","yes","yes","yes","no","yes","yes","yes","yes","yes","15882.00","29.34","5.25","24.08",,,,,,,,,,,,,,,,,,,,,,"264",,,,,
"UNECE, EU-27, FOREST EUROPE, Europe, International Tropical Timber Organization","FRA","France",2015,"0.00","100.00","0.00","0.00","16836.00000000000000000000","791.00000000000000000000",54756,"14576.00","2260.00","0.00","0.00","2260.00",,"524.00","0.00","0.00","0.00",,,,,,"165.10716223548562126967","201.46749521988527724665",,"201.46749521988527724665","169.62520788785934901402",,"2434.34","421.47","0.00","421.47","2855.81",,"648.86","297.40","227.51","218.14","158.85","150.84","134.62","116.44","115.36","108.92","384.35","2561.29","129.67","33.22","32.86","30.41","29.01","39.36","294.53","2855.82","129.60","37.10","16.80","61.60","17.60","7.98",,,,"0.00","0.00","0.00","0.00","16836.00","0.00","0",,,,,,"3826.00","7637.00",,"12478.00",,,,"4358.00","0","4358.00",,,,"0","no","yes","yes","yes","no","yes","yes","yes","yes","yes","16419.00","28.25","3.23","25.02",,,,,,,,,,,,,,,,,,,,,,"305",,,,,
"UNECE, EU-27, FOREST EUROPE, Europe, International Tropical Timber Organization","FRA","France",2020,"0.00","100.00","0.00","0.00","17253.00","843.00",54756,"14819.00","2434.00","0.00","0.00","2434.00",,,"0.00","0.00","0.00",,,,,,"173.72359808354139955463","197.66639276910435497124",,"197.66639276910435497124","177.11876195444270561641",,"2574.41","481.12","0.00","481.12","3055.83",,"685.05","312.53","253.41","239.62","164.34","158.42","137.35","126.25","124.42","114.84","408.93","2725.16","150.72","32.60","38.11","32.07","33.00","44.18","330.68","3055.84","135.50","38.60","16.90","64.30","18.30","8.03",,,,"0.00","0.00","0.00","0.00","17253.00","0.00","0",,,,,,"3921.00","7796.00",,,,,,,,,,,,,"no","yes","yes","yes","no","yes","yes","yes","yes","yes","16836.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe","FRO","Faroe Islands",1990,100,0,0,0,"0.08","0.00",140,"0.00","0.08","0.08","0.08","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.08","0.00","0",,,,,,"0.00",,,"0.00","0.00","0.00","0.00","0.08","0","0.08","0.00","0.00","0.00","0","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe","FRO","Faroe Islands",2000,100,0,0,0,"0.08","0.00",140,"0.00","0.08","0.08","0.08","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.08","0.00","0",,,,,,"0.00",,,"0.00","0.00","0.00","0.00","0.08","0","0.08","0.00","0.00","0.00","0","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe","FRO","Faroe Islands",2010,100,0,0,0,"0.08","0.00",140,"0.00","0.08","0.08","0.08","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.08","0.00","0",,,,,,"0.00",,,"0.00","0.00","0.00","0.00","0.08","0","0.08","0.00","0.00","0.00","0","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe","FRO","Faroe Islands",2015,100,0,0,0,"0.08","0.00",140,"0.00","0.08","0.08","0.08","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.08","0.00","0",,,,,,"0.00",,,"0.00","0.00","0.00","0.00","0.08","0","0.08","0.00","0.00","0.00","0","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe","FRO","Faroe Islands",2020,100,0,0,0,"0.08","0.00",140,"0.00","0.08","0.08","0.08","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.08","0.00","0",,,,,,"0.00",,,,,,,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","FSM","Micronesia (Federated States of)",1990,0,0,100,0,"63.58","0.00",70,"43.33","20.25","20.25",,"0.00","39.58",,,"9.94",,,,,,,,,,,"272.25542623466498899025",,,,,,"17.31",,,,,,,,,,,,,,,,,,,,,,"500.47","135.11","2.52","250.24","67.63","1.26",,,,"0.00","0.00","0.00","0.00","63.58","0.00","0",,,,,,,,,,,,,,"63.58",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","FSM","Micronesia (Federated States of)",2000,0,0,100,0,"63.86","0.00",70,"46.63","17.23","17.23",,"0.00","43.97",,,"10.01",,,,,,,,,,,"272.15784528656435953649",,,,,,"17.38",,,,,,,,,,,,,,,,,,,,,,"500.31","135.14","2.51","250.23","67.49","1.25",,,,"0.00","0.00","0.00","0.00","63.86","0.00","0",,,,,,,,,,,,,,"63.86",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","FSM","Micronesia (Federated States of)",2010,0,0,100,0,"64.13","0.00",70,"49.92","14.21","14.21",,"0.00","48.37",,,"10.08",,,,,,,,,,,"272.259472945579292063",,,,,,"17.46",,"2.31","2.06","1.39","1.27","1.05","0.85","0.79","0.69","0.61","0.59","5.92","17.53",,,,,,,,"17.53","500.39","135.04","2.49","250.12","67.52","1.25",,,,"0.00","0.00","0.00","0.00","64.13","0.00","0",,,,,,,,,,,,,,"64.13",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","FSM","Micronesia (Federated States of)",2015,0,0,100,0,"64.27","0.00",70,"50.06","14.21","14.21",,"0.00","48.37",,,"10.11",,,,,,,,,,,"272.28878170219386961257",,,,,,"17.50",,,,,,,,,,,,,,,,,,,,,,"500.39","134.90","2.49","250.04","67.53","1.24",,,,"0.00","0.00","0.00","0.00","64.27","0.00","0",,,,,,,,,,,,,,"64.27",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","FSM","Micronesia (Federated States of)",2020,0,0,100,0,"64.42","0.00",70,"50.21","14.21","14.21",,"0.00","48.37",,,"10.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","64.42","0.00","0",,,,,,,,,,,,,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa, Espace COMIFAC","GAB","Gabon",1990,0,0,100,0,"23761.620000000000","0.00000000000000000000",25767,"23731.15","30.00","30.00",,"0.00",,,,"175.90","9.51",,,,,,"235.00","235.00","235.00","0.00","235.00","0.00","5576.82025","7.05","7.05","0","5583.9807","0",,,,,,,,,,,,,,,,,,,,,"223.25","53.58",,"104.93","25.18",,"2.10","60.00","30.00","10000.00",,"1790.00",,,,"11971.62",,,"400.00",,,"1790.00",,"0.00","0.00","0.00","0.00","0.00","23761.62","0","23761.62","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","yes","10000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa, Espace COMIFAC","GAB","Gabon",2000,0,0,100,0,"23700.000000000000","0.00000000000000000000",25767,"23670.00","30.00","30.00",,"0.00",,,,"165.81","14.90",,,,,,"235.00","235.00","235.00","0.00","235.00","0.00","5562.45","7.05","7.05","0","5569.5","0",,,,,,,,,,,,,,,,,,,,,"223.25","53.58",,"104.93","25.18",,"2.10","60.00","30.00","10000.00",,"1790.00",,,,"11910",,,"400.00",,,"1790.00","6810.00","0.00","0.00","0.00","0.00","0.00","23700.00","0","23700.00","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","yes","14000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa, Espace COMIFAC","GAB","Gabon",2010,0,0,100,0,"23649.41","0.00",25767,"23619.41","30.00","30.00",,"0.00",,,,"155.72","20.30",,,,,,"235.00","235.00","235.00","0.00","235.00","0.00","5550.56135","7.05","7.05","0","5557.61135","0",,,,,,,,,,,,,,,,,,,,,"223.25","53.58",,"104.93","25.18",,"2.10","60.00","30.00","10000.00",,"3400.00",,,,"10249.41","10000.00",,"3400.00",,,"3400.00","6979.00","0.00","0.00","0.00","0.00","0.00","23649.41","0","23649.41","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","no","no","yes","14000.00","3.00",,,,,,,,,,,,,,,"43",,,"174",,,"112",,,"283",,,,,
